lsoa11cd,lsoa_name_2,lad19cd,lad19nm,wimd_deciles,wimd_income_domain_deciles,wimd_employment_domain_deciles,wimd_health_domain_deciles,wimd_education_domain_deciles,wimd_access_to_services_domain_deciles,wimd_housing_domain_deciles,wimd_physical_environment_domain_deciles,wimd_community_safety_domain_deciles,region_name
W01001467,Blaenau Gwent 005D,W06000019,Blaenau Gwent,2,2,3,1,2,3,4,8,1,South East Wales
W01001865,Cardiff 022C,W06000015,Cardiff,8,8,8,7,6,8,7,1,4,South East Wales
W01001429,Caerphilly 001F,W06000018,Caerphilly,3,3,2,4,5,6,6,3,1,South East Wales
W01000621,Pembrokeshire 016D,W06000009,Pembrokeshire,5,6,6,6,5,2,5,4,2,Mid and South West Wales
W01001588,Monmouthshire 010D,W06000021,Monmouthshire,9,9,8,7,8,9,9,2,7,South East Wales
W01000632,Carmarthenshire 021A,W06000010,Carmarthenshire,5,4,3,7,5,8,6,4,4,Mid and South West Wales
W01000533,Ceredigion 010D,W06000008,Ceredigion,4,4,4,7,6,2,4,9,6,Mid and South West Wales
W01001444,Blaenau Gwent 005B,W06000019,Blaenau Gwent,3,3,3,3,2,6,7,3,3,South East Wales
W01001599,Monmouthshire 004F,W06000021,Monmouthshire,6,5,7,7,4,3,8,2,6,South East Wales
W01001471,Blaenau Gwent 001E,W06000019,Blaenau Gwent,2,2,2,2,1,4,6,4,4,South East Wales
W01000236,Denbighshire 006A,W06000004,Denbighshire,1,1,1,1,2,4,2,2,1,North Wales
W01001806,Cardiff 015D,W06000015,Cardiff,6,6,6,6,5,6,5,3,3,South East Wales
W01000683,Carmarthenshire 005C,W06000010,Carmarthenshire,4,6,6,9,7,1,1,8,10,Mid and South West Wales
W01000773,Swansea 005A,W06000011,Swansea,4,5,4,2,6,8,4,5,4,Mid and South West Wales
W01000931,Neath Port Talbot 020E,W06000012,Neath Port Talbot,4,4,3,3,4,8,2,7,7,Mid and South West Wales
W01000995,Bridgend 001E,W06000013,Bridgend,4,4,4,3,4,8,3,3,5,South East Wales
W01001501,Torfaen 009A,W06000020,Torfaen,2,2,2,2,1,5,7,8,2,South East Wales
W01001663,Newport 008C,W06000022,Newport,2,2,5,3,1,5,8,1,1,South East Wales
W01001690,Newport 013D,W06000022,Newport,2,3,4,4,2,7,1,1,2,South East Wales
W01001013,Bridgend 005B,W06000013,Bridgend,4,4,3,3,5,4,9,7,9,South East Wales
W01001539,Torfaen 009E,W06000020,Torfaen,3,3,4,2,1,7,5,7,3,South East Wales
W01001148,Rhondda Cynon Taf 002A,W06000016,Rhondda Cynon Taf,4,4,3,5,5,8,1,1,2,South East Wales
W01001628,Newport 001F,W06000022,Newport,3,2,2,4,6,5,9,3,4,South East Wales
W01000304,Flintshire 003E,W06000005,Flintshire,1,1,1,2,1,8,4,10,1,North Wales
W01001639,Newport 004A,W06000022,Newport,9,9,10,10,10,7,10,2,6,South East Wales
W01001761,Cardiff 046C,W06000015,Cardiff,2,2,3,2,3,5,1,1,4,South East Wales
W01001651,Newport 002A,W06000022,Newport,9,10,9,9,8,8,9,2,8,South East Wales
W01001784,Cardiff 026F,W06000015,Cardiff,9,8,8,9,8,10,10,4,7,South East Wales
W01001814,Cardiff 017E,W06000015,Cardiff,6,5,5,5,6,7,3,2,6,South East Wales
W01000742,Swansea 016A,W06000011,Swansea,1,1,1,1,1,3,6,3,2,Mid and South West Wales
W01000687,Carmarthenshire 004C,W06000010,Carmarthenshire,5,7,6,9,8,1,1,6,10,Mid and South West Wales
W01000021,Isle of Anglesey 002C,W06000001,Isle of Anglesey,6,6,6,7,7,2,4,9,9,North Wales
W01001805,Cardiff 015C,W06000015,Cardiff,3,3,4,3,2,4,6,2,2,South East Wales
W01001082,The Vale of Glamorgan 002A,W06000014,Vale of Glamorgan,10,8,8,9,10,10,9,7,9,South East Wales
W01000702,Carmarthenshire 001D,W06000010,Carmarthenshire,5,5,6,5,2,5,2,8,9,Mid and South West Wales
W01001828,Cardiff 024D,W06000015,Cardiff,9,9,10,9,9,8,7,1,9,South East Wales
W01001803,Cardiff 015A,W06000015,Cardiff,2,2,3,2,1,4,3,2,3,South East Wales
W01001870,Cardiff 037A,W06000015,Cardiff,3,3,5,3,4,8,1,1,2,South East Wales
W01001889,Cardiff 020B,W06000015,Cardiff,7,7,5,7,9,8,7,2,5,South East Wales
W01001155,Rhondda Cynon Taf 002D,W06000016,Rhondda Cynon Taf,4,3,3,3,6,9,2,2,5,South East Wales
W01001937,Ceredigion 001F,W06000008,Ceredigion,8,7,7,8,8,4,4,6,6,Mid and South West Wales
W01001841,Cardiff 003A,W06000015,Cardiff,9,8,8,9,8,10,10,3,8,South East Wales
W01000163,Conwy 009E,W06000003,Conwy,2,1,2,4,2,2,1,10,3,North Wales
W01000857,Swansea 022E,W06000011,Swansea,5,4,4,4,9,6,5,5,8,Mid and South West Wales
W01001068,The Vale of Glamorgan 009B,W06000014,Vale of Glamorgan,5,5,5,4,5,6,9,3,5,South East Wales
W01000866,Swansea 019E,W06000011,Swansea,1,1,1,1,1,3,4,8,1,Mid and South West Wales
W01001885,Cardiff 011D,W06000015,Cardiff,3,2,4,4,3,2,7,1,2,South East Wales
W01001158,Rhondda Cynon Taf 028B,W06000016,Rhondda Cynon Taf,4,4,3,3,3,7,5,9,4,South East Wales
W01000939,Neath Port Talbot 008D,W06000012,Neath Port Talbot,1,1,1,1,1,6,3,2,1,Mid and South West Wales
W01001248,Rhondda Cynon Taf 016D,W06000016,Rhondda Cynon Taf,4,4,4,4,4,9,1,1,4,South East Wales
W01000035,Isle of Anglesey 005E,W06000001,Isle of Anglesey,6,6,7,7,7,1,2,9,8,North Wales
W01000105,Gwynedd 010C,W06000002,Gwynedd,6,7,7,6,4,9,2,4,6,North Wales
W01000214,Denbighshire 002B,W06000004,Denbighshire,3,3,4,1,3,5,2,4,1,North Wales
W01000108,Gwynedd 012D,W06000002,Gwynedd,6,5,6,6,6,8,4,7,3,North Wales
W01000211,Denbighshire 012D,W06000004,Denbighshire,6,9,10,9,9,1,1,9,10,North Wales
W01000186,Conwy 001E,W06000003,Conwy,2,3,3,2,2,4,5,4,1,North Wales
W01000014,Isle of Anglesey 006C,W06000001,Isle of Anglesey,7,5,5,6,8,7,9,10,3,North Wales
W01001131,The Vale of Glamorgan 008C,W06000014,Vale of Glamorgan,5,3,5,4,8,4,8,5,8,South East Wales
W01000254,Flintshire 003B,W06000005,Flintshire,3,3,5,4,3,5,4,3,3,North Wales
W01000234,Denbighshire 017G,W06000004,Denbighshire,2,1,2,1,2,3,7,9,4,North Wales
W01000964,Neath Port Talbot 016F,W06000012,Neath Port Talbot,1,1,1,1,1,3,6,6,3,Mid and South West Wales
W01000420,Wrexham 016E,W06000006,Wrexham,6,6,5,5,6,10,4,7,2,North Wales
W01000263,Flintshire 017D,W06000005,Flintshire,3,2,3,3,3,4,8,9,4,North Wales
W01001949,Cardiff 005F,W06000015,Cardiff,8,7,9,6,8,8,6,4,10,South East Wales
W01000081,Gwynedd 005B,W06000002,Gwynedd,7,6,8,7,9,3,3,7,4,North Wales
W01000382,Wrexham 012B,W06000006,Wrexham,2,2,2,2,2,6,8,10,1,North Wales
W01000433,Powys 006A,W06000023,Powys,6,7,7,9,7,1,6,2,10,Mid and South West Wales
W01001350,Caerphilly 009C,W06000018,Caerphilly,5,5,5,5,6,9,4,6,1,South East Wales
W01001253,Rhondda Cynon Taf 023C,W06000016,Rhondda Cynon Taf,4,4,3,3,4,3,3,5,8,South East Wales
W01000588,Pembrokeshire 010B,W06000009,Pembrokeshire,2,2,1,4,2,2,8,7,2,Mid and South West Wales
W01000975,Bridgend 004A,W06000013,Bridgend,1,1,2,1,1,5,7,9,6,South East Wales
W01000329,Flintshire 015D,W06000005,Flintshire,3,4,6,4,2,3,2,3,4,North Wales
W01000348,Wrexham 006B,W06000006,Wrexham,3,3,4,3,3,6,3,10,3,North Wales
W01001391,Caerphilly 006F,W06000018,Caerphilly,5,5,5,4,4,10,4,6,7,South East Wales
W01001083,The Vale of Glamorgan 002B,W06000014,Vale of Glamorgan,10,10,10,10,10,2,10,6,10,South East Wales
W01001567,Monmouthshire 005B,W06000021,Monmouthshire,5,7,6,7,6,1,1,4,6,South East Wales
W01000072,Gwynedd 002B,W06000002,Gwynedd,8,7,7,9,9,6,3,10,7,North Wales
W01000355,Wrexham 017B,W06000006,Wrexham,3,3,3,3,3,6,3,10,3,North Wales
W01001086,The Vale of Glamorgan 006A,W06000014,Vale of Glamorgan,10,10,10,10,10,8,10,3,6,South East Wales
W01000372,Wrexham 008C,W06000006,Wrexham,3,3,4,2,5,5,2,9,1,North Wales
W01000604,Pembrokeshire 013E,W06000009,Pembrokeshire,2,2,3,2,1,4,5,7,5,Mid and South West Wales
W01000084,Gwynedd 014D,W06000002,Gwynedd,8,9,9,10,8,1,2,9,10,North Wales
W01001843,Cardiff 003C,W06000015,Cardiff,9,10,10,10,9,8,10,1,4,South East Wales
W01000093,Gwynedd 006B,W06000002,Gwynedd,8,8,6,7,9,7,6,10,2,North Wales
W01001055,Bridgend 007C,W06000013,Bridgend,1,2,2,1,1,7,5,6,5,South East Wales
W01001278,Rhondda Cynon Taf 028E,W06000016,Rhondda Cynon Taf,4,4,5,3,2,9,3,4,4,South East Wales
W01000688,Carmarthenshire 003B,W06000010,Carmarthenshire,3,3,3,6,4,1,2,7,10,Mid and South West Wales
W01000442,Powys 004A,W06000023,Powys,6,8,9,8,8,1,3,7,9,Mid and South West Wales
W01001913,Newport 020F,W06000022,Newport,9,9,10,10,8,8,9,1,4,South East Wales
W01001290,Merthyr Tydfil 007A,W06000024,Merthyr Tydfil,4,4,4,3,3,4,3,6,7,South East Wales
W01000670,Carmarthenshire 018A,W06000010,Carmarthenshire,2,2,1,3,2,6,4,7,5,Mid and South West Wales
W01000232,Denbighshire 017B,W06000004,Denbighshire,7,4,6,3,7,9,9,10,7,North Wales
W01000714,Carmarthenshire 013D,W06000010,Carmarthenshire,3,3,2,3,4,9,7,2,4,Mid and South West Wales
W01000188,Conwy 002D,W06000003,Conwy,8,7,7,8,7,5,9,8,6,North Wales
W01000893,Neath Port Talbot 003A,W06000012,Neath Port Talbot,3,4,3,4,3,6,3,2,6,Mid and South West Wales
W01001725,Cardiff 032D,W06000015,Cardiff,5,10,10,10,2,3,1,1,7,South East Wales
W01000060,Gwynedd 015B,W06000002,Gwynedd,5,7,8,8,8,1,1,5,9,North Wales
W01001311,Merthyr Tydfil 002F,W06000024,Merthyr Tydfil,4,5,5,3,5,7,1,5,5,South East Wales
W01000789,Swansea 016E,W06000011,Swansea,2,2,2,2,2,7,2,3,4,Mid and South West Wales
W01001330,Caerphilly 018A,W06000018,Caerphilly,4,3,4,3,4,8,5,8,6,South East Wales
W01000524,Ceredigion 005B,W06000008,Ceredigion,6,6,7,8,8,1,3,4,10,Mid and South West Wales
W01000094,Gwynedd 012B,W06000002,Gwynedd,9,7,8,10,9,6,5,9,8,North Wales
W01000811,Swansea 008B,W06000011,Swansea,2,3,2,2,2,6,3,4,2,Mid and South West Wales
W01000251,Flintshire 013A,W06000005,Flintshire,7,5,6,6,6,10,7,7,6,North Wales
W01000271,Flintshire 006C,W06000005,Flintshire,8,7,8,8,8,3,2,9,8,North Wales
W01001219,Rhondda Cynon Taf 018C,W06000016,Rhondda Cynon Taf,1,1,1,1,1,6,2,2,3,South East Wales
W01001280,Rhondda Cynon Taf 017E,W06000016,Rhondda Cynon Taf,1,1,1,1,1,2,3,5,5,South East Wales
W01000106,Gwynedd 010D,W06000002,Gwynedd,9,9,9,9,9,6,8,9,3,North Wales
W01001335,Caerphilly 005B,W06000018,Caerphilly,4,5,6,7,5,2,1,7,4,South East Wales
W01000322,Flintshire 014E,W06000005,Flintshire,8,7,5,7,6,10,10,9,9,North Wales
W01000272,Flintshire 006D,W06000005,Flintshire,9,10,9,9,9,2,5,6,9,North Wales
W01001087,The Vale of Glamorgan 006B,W06000014,Vale of Glamorgan,10,9,10,10,10,10,9,1,8,South East Wales
W01001288,Rhondda Cynon Taf 014G,W06000016,Rhondda Cynon Taf,1,1,1,2,2,4,3,2,3,South East Wales
W01001042,Bridgend 004D,W06000013,Bridgend,3,4,3,3,4,9,1,7,6,South East Wales
W01000066,Gwynedd 010A,W06000002,Gwynedd,5,7,7,7,9,1,1,6,10,North Wales
W01000584,Pembrokeshire 014C,W06000009,Pembrokeshire,6,6,7,8,7,1,6,9,9,Mid and South West Wales
W01000283,Flintshire 008E,W06000005,Flintshire,7,7,8,6,4,9,4,6,3,North Wales
W01001365,Caerphilly 012C,W06000018,Caerphilly,4,4,3,4,4,8,3,5,3,South East Wales
W01000340,Flintshire 002C,W06000005,Flintshire,9,9,9,9,8,3,6,10,9,North Wales
W01001079,The Vale of Glamorgan 012E,W06000014,Vale of Glamorgan,3,2,2,3,3,8,2,3,3,South East Wales
W01000865,Swansea 019D,W06000011,Swansea,2,2,3,2,2,6,3,9,2,Mid and South West Wales
W01000620,Pembrokeshire 016C,W06000009,Pembrokeshire,6,5,7,9,5,5,5,5,1,Mid and South West Wales
W01001384,Caerphilly 002C,W06000018,Caerphilly,4,5,4,3,4,7,3,7,1,South East Wales
W01000430,Powys 015A,W06000023,Powys,7,9,9,9,8,1,3,9,8,Mid and South West Wales
W01001445,Blaenau Gwent 005C,W06000019,Blaenau Gwent,4,5,3,3,5,8,2,9,3,South East Wales
W01000940,Neath Port Talbot 008E,W06000012,Neath Port Talbot,2,1,2,2,2,3,5,7,5,Mid and South West Wales
W01000390,Wrexham 020C,W06000006,Wrexham,8,8,8,5,7,3,9,9,5,North Wales
W01000960,Neath Port Talbot 017F,W06000012,Neath Port Talbot,2,2,2,2,2,6,5,5,4,Mid and South West Wales
W01001162,Rhondda Cynon Taf 025A,W06000016,Rhondda Cynon Taf,3,2,3,3,4,5,5,6,3,South East Wales
W01001528,Torfaen 010D,W06000020,Torfaen,4,5,4,5,4,6,4,3,1,South East Wales
W01000097,Gwynedd 003D,W06000002,Gwynedd,5,4,4,5,7,7,4,8,3,North Wales
W01000961,Neath Port Talbot 016C,W06000012,Neath Port Talbot,2,2,2,2,1,4,6,4,6,Mid and South West Wales
W01001200,Rhondda Cynon Taf 014A,W06000016,Rhondda Cynon Taf,3,4,3,3,3,7,3,4,3,South East Wales
W01001243,Rhondda Cynon Taf 030E,W06000016,Rhondda Cynon Taf,3,3,2,2,6,6,7,4,4,South East Wales
W01001760,Cardiff 046B,W06000015,Cardiff,4,4,5,4,5,8,2,1,3,South East Wales
W01000994,Bridgend 001D,W06000013,Bridgend,2,2,2,1,2,4,4,5,4,South East Wales
W01000451,Powys 012B,W06000023,Powys,7,7,8,8,7,1,9,7,9,Mid and South West Wales
W01001326,Caerphilly 003B,W06000018,Caerphilly,1,1,1,2,2,7,1,7,1,South East Wales
W01001265,Rhondda Cynon Taf 007A,W06000016,Rhondda Cynon Taf,3,3,2,2,5,8,2,2,7,South East Wales
W01001312,Merthyr Tydfil 006E,W06000024,Merthyr Tydfil,3,3,2,3,3,4,3,3,3,South East Wales
W01001150,Rhondda Cynon Taf 003B,W06000016,Rhondda Cynon Taf,2,3,2,3,2,6,1,2,1,South East Wales
W01001339,Caerphilly 004D,W06000018,Caerphilly,1,1,1,1,1,2,5,9,1,South East Wales
W01000424,Wrexham 012E,W06000006,Wrexham,5,6,6,5,3,8,3,10,2,North Wales
W01001376,Caerphilly 001C,W06000018,Caerphilly,1,1,1,1,1,3,3,4,1,South East Wales
W01001524,Torfaen 004D,W06000020,Torfaen,3,4,2,4,3,6,6,5,1,South East Wales
W01001577,Monmouthshire 004E,W06000021,Monmouthshire,3,3,2,3,2,3,9,2,5,South East Wales
W01000452,Powys 004B,W06000023,Powys,5,7,7,8,8,1,2,8,10,Mid and South West Wales
W01000453,Powys 010B,W06000023,Powys,7,9,10,10,7,1,4,5,9,Mid and South West Wales
W01001169,Rhondda Cynon Taf 004C,W06000016,Rhondda Cynon Taf,2,2,2,1,3,2,8,1,4,South East Wales
W01001334,Caerphilly 005A,W06000018,Caerphilly,2,1,2,2,1,8,3,9,4,South East Wales
W01001381,Caerphilly 010B,W06000018,Caerphilly,2,2,2,1,2,2,6,7,3,South East Wales
W01001466,Blaenau Gwent 009C,W06000019,Blaenau Gwent,2,3,2,3,1,3,1,2,2,South East Wales
W01001480,Blaenau Gwent 003E,W06000019,Blaenau Gwent,2,2,1,1,3,3,6,5,4,South East Wales
W01001617,Newport 003A,W06000022,Newport,1,1,1,2,1,4,7,5,1,South East Wales
W01000709,Carmarthenshire 004D,W06000010,Carmarthenshire,6,7,6,8,8,1,1,6,10,Mid and South West Wales
W01001496,Torfaen 004B,W06000020,Torfaen,2,3,2,3,1,2,2,2,2,South East Wales
W01000794,Swansea 010A,W06000011,Swansea,6,6,7,5,8,6,6,3,1,Mid and South West Wales
W01001666,Newport 010B,W06000022,Newport,1,1,2,2,1,3,5,2,1,South East Wales
W01001869,Cardiff 038A,W06000015,Cardiff,3,3,4,1,4,7,2,1,3,South East Wales
W01000522,Ceredigion 010B,W06000008,Ceredigion,5,7,7,8,8,1,1,10,9,Mid and South West Wales
W01001765,Cardiff 044B,W06000015,Cardiff,2,3,4,2,5,7,1,1,3,South East Wales
W01001790,Cardiff 023F,W06000015,Cardiff,4,3,4,4,4,7,3,2,5,South East Wales
W01000559,Pembrokeshire 001B,W06000009,Pembrokeshire,5,6,8,7,6,1,1,7,8,Mid and South West Wales
W01001698,Cardiff 036E,W06000015,Cardiff,1,2,3,2,2,5,1,1,3,South East Wales
W01001768,Cardiff 044E,W06000015,Cardiff,2,1,4,2,3,7,1,1,4,South East Wales
W01001872,Cardiff 038B,W06000015,Cardiff,2,2,3,3,4,7,1,1,3,South East Wales
W01000274,Flintshire 007B,W06000005,Flintshire,2,2,2,1,2,5,3,4,1,North Wales
W01000278,Flintshire 007D,W06000005,Flintshire,2,2,2,1,2,5,4,6,3,North Wales
W01000802,Swansea 007D,W06000011,Swansea,6,4,3,4,7,7,9,9,5,Mid and South West Wales
W01000288,Flintshire 004A,W06000005,Flintshire,2,2,3,2,1,5,3,6,1,North Wales
W01000576,Pembrokeshire 011D,W06000009,Pembrokeshire,5,6,6,6,5,2,5,2,9,Mid and South West Wales
W01001816,Cardiff 009B,W06000015,Cardiff,4,2,3,5,4,8,4,2,4,South East Wales
W01000594,Pembrokeshire 012E,W06000009,Pembrokeshire,2,2,2,3,2,6,4,5,2,Mid and South West Wales
W01001898,Merthyr Tydfil 008F,W06000024,Merthyr Tydfil,3,4,3,4,3,1,9,9,5,South East Wales
W01000693,Carmarthenshire 008C,W06000010,Carmarthenshire,5,5,4,6,6,2,8,8,7,Mid and South West Wales
W01000707,Carmarthenshire 025D,W06000010,Carmarthenshire,2,2,2,1,1,6,4,4,5,Mid and South West Wales
W01000474,Powys 020B,W06000023,Powys,7,9,9,8,8,1,5,6,8,Mid and South West Wales
W01001096,The Vale of Glamorgan 007E,W06000014,Vale of Glamorgan,5,4,4,4,5,7,4,3,5,South East Wales
W01000375,Wrexham 003B,W06000006,Wrexham,9,8,8,8,8,7,8,8,3,North Wales
W01000394,Wrexham 016A,W06000006,Wrexham,8,10,10,9,7,1,6,8,4,North Wales
W01000900,Neath Port Talbot 014C,W06000012,Neath Port Talbot,2,2,1,1,2,6,6,6,6,Mid and South West Wales
W01001902,Powys 017G,W06000023,Powys,3,3,3,3,3,2,8,10,5,Mid and South West Wales
W01001024,Bridgend 003C,W06000013,Bridgend,2,2,2,2,2,4,2,8,5,South East Wales
W01000497,Powys 005D,W06000023,Powys,7,9,9,9,7,1,3,6,10,Mid and South West Wales
W01001100,The Vale of Glamorgan 010C,W06000014,Vale of Glamorgan,10,9,8,9,9,9,10,6,9,South East Wales
W01001141,Rhondda Cynon Taf 005E,W06000016,Rhondda Cynon Taf,2,2,2,3,2,4,1,4,5,South East Wales
W01000444,Powys 002A,W06000023,Powys,9,9,8,10,8,2,7,10,10,Mid and South West Wales
W01001212,Rhondda Cynon Taf 008D,W06000016,Rhondda Cynon Taf,2,2,2,2,2,5,7,5,7,South East Wales
W01001129,The Vale of Glamorgan 004F,W06000014,Vale of Glamorgan,6,5,7,6,5,5,3,4,6,South East Wales
W01000395,Wrexham 016B,W06000006,Wrexham,8,6,7,4,7,5,8,10,8,North Wales
W01001268,Rhondda Cynon Taf 007D,W06000016,Rhondda Cynon Taf,2,2,2,3,1,7,2,1,4,South East Wales
W01000503,Powys 020C,W06000023,Powys,7,9,10,10,10,1,4,3,10,Mid and South West Wales
W01000476,Powys 005C,W06000023,Powys,9,9,9,8,9,5,3,7,10,Mid and South West Wales
W01001103,The Vale of Glamorgan 010D,W06000014,Vale of Glamorgan,10,9,10,9,9,10,10,8,9,South East Wales
W01000548,Ceredigion 001D,W06000008,Ceredigion,7,6,7,6,8,2,9,8,8,Mid and South West Wales
W01001195,Rhondda Cynon Taf 030C,W06000016,Rhondda Cynon Taf,6,6,5,5,6,4,7,8,7,South East Wales
W01001156,Rhondda Cynon Taf 003E,W06000016,Rhondda Cynon Taf,10,10,9,9,10,10,10,10,9,South East Wales
W01001390,Caerphilly 006E,W06000018,Caerphilly,10,9,8,8,9,10,10,5,6,South East Wales
W01000786,Swansea 007C,W06000011,Swansea,9,9,7,8,8,8,6,8,8,Mid and South West Wales
W01000578,Pembrokeshire 014B,W06000009,Pembrokeshire,7,7,7,9,8,1,8,8,9,Mid and South West Wales
W01001946,Cardiff 049C,W06000015,Cardiff,3,2,3,3,2,3,6,5,2,South East Wales
W01000800,Swansea 006C,W06000011,Swansea,9,9,9,8,9,8,10,2,9,Mid and South West Wales
W01000819,Swansea 009C,W06000011,Swansea,9,8,7,8,7,7,10,8,7,Mid and South West Wales
W01001699,Cardiff 049A,W06000015,Cardiff,1,1,3,1,4,3,1,1,2,South East Wales
W01001204,Rhondda Cynon Taf 006A,W06000016,Rhondda Cynon Taf,6,6,6,6,5,4,8,7,2,South East Wales
W01001147,Rhondda Cynon Taf 004A,W06000016,Rhondda Cynon Taf,5,5,5,5,7,5,6,2,5,South East Wales
W01001833,Cardiff 033D,W06000015,Cardiff,4,4,4,7,9,7,1,1,3,South East Wales
W01000208,Denbighshire 016C,W06000004,Denbighshire,4,7,5,6,7,1,1,6,2,North Wales
W01000298,Flintshire 001B,W06000005,Flintshire,3,3,3,3,3,2,4,8,7,North Wales
W01001358,Caerphilly 006C,W06000018,Caerphilly,2,2,2,2,1,3,8,6,3,South East Wales
W01001465,Blaenau Gwent 009B,W06000019,Blaenau Gwent,2,2,1,2,3,2,5,3,3,South East Wales
W01000238,Denbighshire 006C,W06000004,Denbighshire,4,3,4,4,4,8,2,7,3,North Wales
W01000438,Powys 012A,W06000023,Powys,4,5,3,5,5,1,9,8,9,Mid and South West Wales
W01001529,Torfaen 003B,W06000020,Torfaen,2,3,2,3,3,7,4,2,2,South East Wales
W01001708,Cardiff 045D,W06000015,Cardiff,1,1,1,1,2,5,5,4,2,South East Wales
W01001538,Torfaen 009D,W06000020,Torfaen,2,1,2,3,1,5,6,4,3,South East Wales
W01001618,Newport 003B,W06000022,Newport,2,2,1,2,1,4,8,4,1,South East Wales
W01001512,Torfaen 005C,W06000020,Torfaen,10,10,10,9,9,9,10,4,10,South East Wales
W01001241,Rhondda Cynon Taf 026D,W06000016,Rhondda Cynon Taf,6,6,6,7,5,5,3,3,10,South East Wales
W01000445,Powys 015C,W06000023,Powys,8,9,8,9,8,1,4,9,10,Mid and South West Wales
W01001740,Cardiff 039D,W06000015,Cardiff,1,1,1,1,1,3,3,3,3,South East Wales
W01000485,Powys 011F,W06000023,Powys,8,8,8,7,8,2,9,5,10,Mid and South West Wales
W01001766,Cardiff 044C,W06000015,Cardiff,2,2,5,2,2,7,1,1,5,South East Wales
W01000392,Wrexham 003E,W06000006,Wrexham,3,3,3,1,2,5,5,10,4,North Wales
W01001291,Merthyr Tydfil 003A,W06000024,Merthyr Tydfil,6,5,5,5,6,4,9,9,8,South East Wales
W01000499,Powys 003B,W06000023,Powys,3,4,4,4,3,5,2,9,2,Mid and South West Wales
W01000557,Pembrokeshire 014A,W06000009,Pembrokeshire,8,8,9,8,8,1,6,8,10,Mid and South West Wales
W01001029,Bridgend 019A,W06000013,Bridgend,9,8,7,9,10,3,10,9,10,South East Wales
W01001053,Bridgend 018E,W06000013,Bridgend,9,9,8,9,9,5,10,10,10,South East Wales
W01000030,Isle of Anglesey 003D,W06000001,Isle of Anglesey,2,2,2,2,2,5,6,10,3,North Wales
W01000982,Bridgend 016C,W06000013,Bridgend,7,5,6,6,7,10,8,3,6,South East Wales
W01000610,Pembrokeshire 016A,W06000009,Pembrokeshire,8,8,8,7,8,2,9,5,8,Mid and South West Wales
W01001373,Caerphilly 022C,W06000018,Caerphilly,5,6,6,6,7,9,2,1,2,South East Wales
W01001638,Newport 016C,W06000022,Newport,10,10,10,10,10,9,10,6,7,South East Wales
W01001028,Bridgend 014D,W06000013,Bridgend,7,6,5,6,9,7,8,3,2,South East Wales
W01000842,Swansea 005D,W06000011,Swansea,8,7,7,5,6,5,7,9,9,Mid and South West Wales
W01001059,The Vale of Glamorgan 015A,W06000014,Vale of Glamorgan,9,8,6,9,9,9,10,8,7,South East Wales
W01001076,The Vale of Glamorgan 004B,W06000014,Vale of Glamorgan,7,6,7,6,6,6,2,5,7,South East Wales
W01001383,Caerphilly 010D,W06000018,Caerphilly,5,4,5,4,6,8,3,2,2,South East Wales
W01000672,Carmarthenshire 027E,W06000010,Carmarthenshire,4,5,5,5,6,1,1,5,8,Mid and South West Wales
W01000938,Neath Port Talbot 008C,W06000012,Neath Port Talbot,8,7,5,6,8,9,7,7,7,Mid and South West Wales
W01001030,Bridgend 019B,W06000013,Bridgend,8,7,5,6,10,10,9,6,5,South East Wales
W01001727,Cardiff 014A,W06000015,Cardiff,10,10,8,9,10,9,10,5,6,South East Wales
W01001369,Caerphilly 012D,W06000018,Caerphilly,6,6,6,6,6,4,7,4,5,South East Wales
W01001047,Bridgend 018D,W06000013,Bridgend,8,6,5,6,9,8,8,8,6,South East Wales
W01001370,Caerphilly 023A,W06000018,Caerphilly,6,6,6,4,7,6,8,3,3,South East Wales
W01001124,The Vale of Glamorgan 005C,W06000014,Vale of Glamorgan,8,7,7,8,9,10,2,5,6,South East Wales
W01000912,Neath Port Talbot 010A,W06000012,Neath Port Talbot,4,3,3,3,6,9,2,4,6,Mid and South West Wales
W01001411,Caerphilly 017A,W06000018,Caerphilly,5,5,4,5,5,9,4,3,4,South East Wales
W01001499,Torfaen 011C,W06000020,Torfaen,7,6,6,6,5,10,10,6,6,South East Wales
W01001257,Rhondda Cynon Taf 019D,W06000016,Rhondda Cynon Taf,8,7,5,6,9,8,7,7,9,South East Wales
W01001625,Newport 001C,W06000022,Newport,7,8,8,9,10,7,8,1,1,South East Wales
W01001078,The Vale of Glamorgan 004D,W06000014,Vale of Glamorgan,9,8,8,8,9,9,8,5,9,South East Wales
W01001085,The Vale of Glamorgan 002D,W06000014,Vale of Glamorgan,9,10,10,10,10,2,10,8,10,South East Wales
W01001728,Cardiff 014B,W06000015,Cardiff,10,10,10,10,10,10,10,4,10,South East Wales
W01001818,Cardiff 009D,W06000015,Cardiff,7,4,7,6,6,9,5,2,8,South East Wales
W01001534,Torfaen 012C,W06000020,Torfaen,6,5,5,5,6,5,9,4,5,South East Wales
W01000658,Carmarthenshire 010C,W06000010,Carmarthenshire,3,4,2,4,4,5,6,2,5,Mid and South West Wales
W01001113,The Vale of Glamorgan 003A,W06000014,Vale of Glamorgan,9,10,10,10,10,1,6,6,7,South East Wales
W01001379,Caerphilly 013C,W06000018,Caerphilly,8,6,6,6,7,10,10,5,8,South East Wales
